company_name,trade,city,state,county,aka,phone,address,license_number,license_source,license_count
JOHNSON HVAC SERVICES LLC,Electrical,BROWNWOOD,TX,BROWN,,3256466700,901 MALONE ST,37964,TDLR,1
C2 ELECTRIC LLC,Electrical,HOUSTON,TX,HARRIS,,7134592521,12103 PALMCROFT ST,37965,TDLR,1
JUDSON ELECTRIC,Electrical,EDGEWOOD,TX,VAN ZANDT,,8177138878,2061 VZ COUNTY ROAD 3507,37966,TDLR,1
G&C ELECTRIC,Electrical,COLUMBUS,TX,COLORADO,,7137259974,731 BONHAM ST,37967,TDLR,1
SHIELD ELECTRIC LLC,Electrical,MOUNT ENTERPRISE,TX,RUSK,,9036587090,3077 COUNTY ROAD 3198 E,37969,TDLR,1
GLOBAL SOLAR GROUP,Electrical,EL PASO,TX,EL PASO,,9158206131,11500 PELLICANO DR SUITE A7,37970,TDLR,1
LYC COASTAL ELECTRIC LLC,Electrical,LA MARQUE,TX,GALVESTON,,4092561600,2902 ROSADELE ST,37971,TDLR,1
CHARGE PRO LLC,Electrical,AUSTIN,TX,TRAVIS,,5128256800,6011 FAIRWAY STREET,37972,TDLR,1
TONY THE ELECTRICIAN LLC,Electrical,HOUSTON,TX,HARRIS,,8322299832,11838 YEARLING DR,37975,TDLR,1
JORDAN ELECTRIC GROUP,Electrical,HOUSTON,TX,HARRIS,,7136739709,12006 PANAY DRIVE,37978,TDLR,1
ETX REVIVAL CO LLC,Electrical,TEXARKANA,TX,BOWIE,,9036501639,3 TIMBER OAKS CIRCLE,37981,TDLR,1
TEXAS ELECTRICAL XPERTS,Electrical,TOMBALL,TX,HARRIS,,3462805584,9110 SANDSTONE FLS,37982,TDLR,1
GRAGG ELECTRICAL LICENSES LLC,Electrical,HOUSTON,TX,HARRIS,,7133030737,16402 PARKSLEY DR,37985,TDLR,1
JOINT ELECTRICAL CONTRACTORS,Electrical,DALLAS,TX,DALLAS,,2142368737,1159 TOMAHAWK DR,37986,TDLR,1
ELOHIM ELECTRICAL SERVICES,Electrical,DALLAS,TX,DALLAS,,4699963312,3023 LARRY DR,37987,TDLR,1
HIGH NOTE ELECTRIC,Electrical,GROVES,TX,JEFFERSON,,7138187332,6421 VERDE ST,37989,TDLR,1
JMC ELECTRICAL SERVICES,Electrical,LUBBOCK,TX,LUBBOCK,,8062414085,5414 70TH PLACE,37991,TDLR,1
"NEXT LEVEL ELECTRICAL SOLUTIONS, LLC",Electrical,CYPRESS,TX,HARRIS,,7134761414,14914 TWILIGHT KNOLL TRAIL,37992,TDLR,1
YESAC CORP,Electrical,,TX,OUT OF STATE,,3342961365,40 YESAC DR,37993,TDLR,1
28TH STATE ELECTRIX SOLUTIONS LLC,Electrical,MONT BELVIEU,TX,CHAMBERS,,8326293558,9205 EAGLE DR STE 300 420,37994,TDLR,1
ES ELECTRIC LLC,Electrical,FORT WORTH,TX,TARRANT,,8179994840,2821 FOSSIL RUN BLVD,37996,TDLR,1
"PRENERGY SERVICES, LLC",Electrical,,TX,OUT OF STATE,,3372052674,107 GLOBAL CIRCLE,37997,TDLR,1
BEST ELECTRICAL,Electrical,GRANBURY,TX,HOOD,,8177550350,4901 FALL CREEK HIGHWAY,38002,TDLR,1
CHARGED ELECTRIC LLC,Electrical,GEORGETOWN,TX,WILLIAMSON,,5128069993,505 THOUSAND OAKS BLVD,38003,TDLR,1
ACCURATE CONSTRUCTION SERVICES LLC,Electrical,RED OAK,TX,ELLIS,,9724332723,824 PRESTON ROAD,38005,TDLR,1
H AND PARTNERS ELECTRIC LLC,Electrical,HOUSTON,TX,HARRIS,,7139797569,7046 RIVER BLUFF DR,38006,TDLR,1
N & K ELECTRIC LLC,Electrical,HOUSTON,TX,HARRIS,,7139335165,13719 SABLESPRINGS LN,38008,TDLR,1
"SOUTHLAND ELECTRICAL SERVICES, LLC",Electrical,RICHMOND,TX,FORT BEND,,8326437078,700 N 4TH ST,38009,TDLR,1
GARRISON RENOVATION & ELECTRIC LLC,Electrical,MABANK,TX,HENDERSON,,9032277623,126 DEER RUN LN,38010,TDLR,1
MONKS ELECTRIC LLC,Electrical,COPPERAS COVE,TX,CORYELL,,2546610352,105 CAROTHERS ST,38011,TDLR,1
T & A ELECTRIC LLC,Electrical,AMARILLO,TX,RANDALL,,5753091064,3804 S VAN BUREN ST,38012,TDLR,1
FORTITUDE ELECTRIC,Electrical,HUTTO,TX,WILLIAMSON,,7372743500,117 WHIRLING EDDY CV,38013,TDLR,1
THOR'S HAMMER ELECTRICAL LLC,Electrical,LEVELLAND,TX,HOCKLEY,,4328943520,208 COTTONWOOD LN,38014,TDLR,1
MSH ENTERPRISES LLC,Electrical,KINGSLAND,TX,LLANO,,3252483215,3686 GARDENIA,38016,TDLR,1
REDWAY ELECTRIC LLC,Electrical,LEAGUE CITY,TX,GALVESTON,,8322406054,866 PEBBLEBANK LN,38019,TDLR,1
STUART ELECTRIC LLC,Electrical,KEMP,TX,KAUFMAN,,2147832806,17500 CHAPARRAL,38020,TDLR,1
CONSOLIDATED ELECTRICAL SERVICES INC,Electrical,,TX,OUT OF STATE,,9014917278,5300 MENDENHALL PARK PLACE,38021,TDLR,1
"FACILITY INNOVATIONS GROUP, INC.",Electrical,AUSTIN,TX,TRAVIS,,5126553676,515 CONGRESS AVENUE SUITE 2220,38022,TDLR,1
DAYS ELECTRIC SERVICE,Electrical,EDGEWOOD,TX,VAN ZANDT,,4695956131,2806 VZ COUNTY ROAD 3710,38023,TDLR,1
EMPIRE ELECTRIC COMPANY LLC,Electrical,HALTOM CITY,TX,TARRANT,,8178318006,2000 N BEACH ST,38024,TDLR,1
C. REED ELECTRIC LLC,Electrical,HORSESHOE BAY,TX,TRAVIS,,3252481699,1202 STAGECOACH,38026,TDLR,1
ROAD SOLUTIONS LLC,Electrical,LUCAS,TX,COLLIN,,2145098990,1535 SNIDER LN,38027,TDLR,1
VALOR ELECTRIC,Electrical,BEDFORD,TX,TARRANT,,8177266963,809 MORNING GLORY LN,38029,TDLR,1
R&V ELECTRIC SERVICES LLC,Electrical,GREENVILLE,TX,HUNT,,2142833928,3810 TEMPLETON ST,38030,TDLR,1
TEXAS POWER ELECTRIC,Electrical,SAN ANTONIO,TX,BEXAR,,2108341476,304 E MELROSE DR,38031,TDLR,1
NIETO ELECTRIC,Electrical,BAYTOWN,TX,CHAMBERS,,8325971054,4327 TEXANA,38032,TDLR,1
"BFBC OF TEXAS, LLC",Electrical,,TX,OUT OF STATE,,4065861995,3520 ROYAL WOLF WAY,38033,TDLR,1
"DISTRIBUTED GENERATION AND STORAGE, LLC",Electrical,,TX,OUT OF STATE,,9136244399,1100 MAIN ST FL 4,38036,TDLR,1
HARVEST SOLAR INC.,Electrical,GARLAND,TX,DALLAS,,8887194787,2050 FOREST LN,38037,TDLR,1
EAGLE SOLAR POWER LLC,Electrical,MANSFIELD,TX,TARRANT,,8179179965,5740 NEWT PATTERSON ROAD,38038,TDLR,1
FAE ELECTRICAL SERVICE LLC,Electrical,LEANDER,TX,WILLIAMSON,,5127188471,23205 SUNNY OAK LN,38039,TDLR,1
TREY D'SPAIN AND SONS LLC,Electrical,BANDERA,TX,BANDERA,,8306883055,5015 HWY 173 N,38041,TDLR,1
DFW ELECTRICAL SERVICE LLC,Electrical,VENUS,TX,JOHNSON,,4699521204,109 INDEPENDENCE AVE,38043,TDLR,1
TEXAS ELECTRICAL INDUSTRIES LLC,Electrical,CONROE,TX,MONTGOMERY,,2817554703,9106 NINA RD,38044,TDLR,1
"EFFICIENT FORCE ELECTRIC, LLC",Electrical,HOUSTON,TX,HARRIS,,8328972981,5600 MOHAWK ST,38045,TDLR,1
HI DEFINITION ELECTRICAL SERVICE INC,Electrical,WYLIE,TX,COLLIN,,4692126257,308 KETTLEWOOD DR,38046,TDLR,1
SANTILLAN ELECTRIC LLC,Electrical,IRVING,TX,DALLAS,,9727871179,1425 W PIONEER DR,38048,TDLR,1
SESSLER ELECTRIC LLC,Electrical,ROCKPORT,TX,ARANSAS,,3612050752,5451 HIGHWAY 35 N,38049,TDLR,1
FAMPP ELECTRIC LLC,Electrical,MESQUITE,TX,DALLAS,,2146222974,2023 RHONDA ST,38050,TDLR,1
TRU-MATRIX CONTRACTING SERVICES LLC,Electrical,SAN ANTONIO,TX,BEXAR,,3614259920,809 WYONING ST,38052,TDLR,1
PREMIER LIGHTING ENTERPRISES LLC,Electrical,VAN ALSTYNE,TX,GRAYSON,,8554264544,24 KEPLER RD,38053,TDLR,1
AUTOMATED CONVEYANCE TECH LLC,Electrical,,TX,OUT OF STATE,,8129725274,4528 BISHOP LANE,38057,TDLR,1
STEPHENS SOLAR SOLUTIONS,Electrical,SAN ANTONIO,TX,BEXAR,,2107850994,11801 WARFIELD ST,38058,TDLR,1
TEXAS TRADES HANDYMAN SERVICES LLC,Electrical,ROYSE CITY,TX,ROCKWALL,,9728062405,900 MACKENZIE DR,38060,TDLR,1
E.A. SOLAR & HOME SERVICES LLC,Electrical,CONROE,TX,MONTGOMERY,,7138286534,11462 NEWTON CIR,38061,TDLR,1
DESTINED ENERGY,Electrical,DENTON,TX,DENTON,,4695678633,8126 E MCKINNEY ST D2,38062,TDLR,1
SWEET ELECTRIC LLC,Electrical,ROUND ROCK,TX,WILLIAMSON,,8482002175,110 N IH 35 STE 315,38064,TDLR,1
DYNASTY ELECTRIC LLC,Electrical,LEAGUE CITY,TX,GALVESTON,,2816509744,2616 NORTHERN DR,38070,TDLR,1
BETTER EARTH ELECTRIC TX LLC,Electrical,AUSTIN,TX,TRAVIS,,8883739379,5900 BALCONES DR STE 100,38073,TDLR,1
TIKUN OLAM SERVICES INC,Electrical,MCALLEN,TX,HIDALGO,,9567763841,6112 N 26TH ST,38074,TDLR,1
SILVER TIN SERVICES,Electrical,STOCKDALE,TX,WILSON,,8302376534,2527 STATE HIGHWAY 119,38075,TDLR,1
SUBURBAN ENTERPRISES INC,Electrical,,TX,OUT OF STATE,,9205857415,700 N LYNNDALE DR,38076,TDLR,1
SPECIALIZED CONSTRUCTION SERVICES LLC,Electrical,SAN ANTONIO,TX,BEXAR,,2104765139,8529 COVER RD,38077,TDLR,1
BRIGHTON ELECTRICAL SERVICES LLC,Electrical,LAREDO,TX,WEBB,,9569774797,3217 E MONTGOMERY ST,38078,TDLR,1
DNH ELECTRIC LLC,Electrical,LIVINGSTON,TX,POLK,,9363293519,385 PRESIDIO,38079,TDLR,1
SMART AND QUALITY CONSTRUCTION LLC,Electrical,HOUSTON,TX,HARRIS,,3466002309,6531 CASTLE LOCH CT,38080,TDLR,1
USAZCO INC,Electrical,THE COLONY,TX,DENTON,,3192316536,4021 STEEPLERIDGE DR,38085,TDLR,1
SALCO SERVICES LLC,Electrical,IVANHOE,TX,FANNIN,,9032277380,7652 E FM 273,38087,TDLR,1
SILVER TOWN ELECTRIC LLC,Electrical,DALLAS,TX,DALLAS,,4694781746,2559 PASEO PARAISO DR,38090,TDLR,1
AC HEAT EXPERTS LLC DBA CRAZY AC GUY,Electrical,BLUE RIDGE TX,TX,COLLIN,,9727525000,600 FM 981,38091,TDLR,1
LIPAN SERVICES LLC,Electrical,SAN ANGELO,TX,TOM GREEN,,3252274656,36 W BEAUREGARD AVE STE 300,38092,TDLR,1
AU ELECTRIC LLC,Electrical,FORT WORTH,TX,TARRANT,,8177736882,3825 W SPURGEON ST,38094,TDLR,1
ABOVE ELECTRIC/ABOVE ENTERPRISES LLC,Electrical,HOUSTON,TX,HARRIS,,3237747588,STE 220,38095,TDLR,1
GONZO ELECTRIC,Electrical,HOUSTON,TX,HARRIS,,8324752777,12633 SHILOH CHURCH RD,38097,TDLR,1
ELEVATE ELECTRIC,Electrical,SPICEWOOD,TX,BURNET,,5127650522,24940 PEDERNALES CANYON TRL,38098,TDLR,1
BRIGHT ELECTRIC,Electrical,SAN ANTONIO,TX,BEXAR,,2109663785,352 N SAN GABRIEL AVE,38099,TDLR,1
P & P ENTERPRISES ELECTRICAL CONTRACTOR,Electrical,EAGLE PASS,TX,MAVERICK,,8308727510,2248 VILLA CIRCLE,38100,TDLR,1
BLUE RIBBON COOLING AND HEATING,Electrical,BASTROP,TX,BASTROP,,5123083515,714 HIGHWAY 71 W,38101,TDLR,1
CENTRICA BUSINESS SOLUTIONS SERVS INC,Electrical,,TX,OUT OF STATE,,5184065079,2111 ELLSWORTH BLVD,38103,TDLR,2
CMB SOLAR SOLUTIONS LLC,Electrical,EL PASO,TX,EL PASO,,9158439800,6006 N MESA ST STE 308,38106,TDLR,1
BMR INDUSTRIES US LLC,Electrical,NEW BRAUNFELS,TX,COMAL,,4436688886,2446 DUVAL DR,38107,TDLR,1
"READY EVERY SECOND SOLAR, INC.",Electrical,HOUSTON,TX,HARRIS,,7135895299,5506 MITCHELLDALE ST,38109,TDLR,1
ROBCO LOTT LLC DBA ROBCO CONSTRUCTION,Electrical,ABILENE,TX,TAYLOR,,3253201939,1902 S HWY 36,38110,TDLR,1
TRUSERV SOLUTIONS LLC,Electrical,PLANO,TX,COLLIN,,2149450790,6275 WEST PLANO PARKWAY,38111,TDLR,1
SLEEK BUILD REMODELING,Electrical,SAN ANTONIO,TX,BEXAR,,2104287409,622 E ASHLEY RD,38112,TDLR,1
ULTRALIGHT ELECTRIC INCORPORATED,Electrical,HOUSTON,TX,HARRIS,,8328882935,4110 BRANDEMERE WAY ST,38113,TDLR,1
VALECTRIC LLC,Electrical,EL PASO,TX,EL PASO,,9153286611,14700 PARIDISE BREEZE AVE,38114,TDLR,1
AJ ELECTRICAL SERVICES LLC,Electrical,GROVES,TX,JEFFERSON,,4093320577,6351 HOWE ST,38118,TDLR,1
JOSE LUIS HERNANDEZ DBA LOUIE'S ELECTRIC,Electrical,PALMVIEW,TX,HIDALGO,,9564202868,603 JIMENEZ DRIVE,38122,TDLR,1
SPEKTRA LLC DBA SOLAR E TRIBE,Electrical,PLANO,TX,COLLIN,,9724006422,7204 HIGH PLAINS DR,38123,TDLR,1
PROLIFIC ELECTRIC LLC,Electrical,DICKINSON,TX,GALVESTON,,8327120469,6527 GRAY BIRCH LN,38124,TDLR,1
INTEGRITY ELECTRIC & SOLAR LLC,Electrical,CHANDLER,TX,HENDERSON,,9038049168,871 PECAN TREE RD,38126,TDLR,1
D.P. ELECTRIC TEXAS INC,Electrical,,TX,OUT OF STATE,,4808589070,2210 S ROOSEVELT ST,38128,TDLR,1
GDL ELECTRIC LLC,Electrical,MCALLEN,TX,HIDALGO,,9565665382,405 N 48TH ST,38129,TDLR,1
NOVA ELECTRIC LLC,Electrical,KATY,TX,HARRIS,,3465263556,5611 COBARK CREEK TRL,38133,TDLR,1
S&A ELECTRICAL SERVICES LLC,Electrical,ROYSE CITY,TX,ROCKWALL,,2147294080,813 HORSESHOE BND,38134,TDLR,1
PHENIX ELECTRICAL & BUILDERS GROUP LLC,Electrical,FOREST HILL,TX,TARRANT,,6825536909,3604 FALCON DR,38135,TDLR,1
PRIME ENERGY SERVICES,Electrical,EL PASO,TX,EL PASO,,9154712572,4316 LOMA HERMOSA DR,38136,TDLR,1
RABS ENTERPRISES,Electrical,LA GRANGE,TX,FAYETTE,,5125734913,677 E EBLIN ST,38137,TDLR,1
VVID ELECTRIC,Electrical,HOUSTON,TX,HARRIS,,8322359886,1702 NEWMARK DR,38138,TDLR,1
MG THUNDERVOLT ELECTRICAL CONTRS LLC,Electrical,HOUSTON,TX,HARRIS,,8326564348,7802 CANDLEGREEN LN,38139,TDLR,1
PROPAR ELECTRIC INC,Electrical,LAGO VISTA,TX,TRAVIS,,5122770699,19801 DOS AMIGO DR,38141,TDLR,1
GIDERDON ELECTRICAL SERVICES,Electrical,PFLUGERVILLE,TX,TRAVIS,,5129031051,16913 LATHROP AVE,38142,TDLR,1
MDP ELECTRICAL,Electrical,CROWLEY,TX,TARRANT,,8179947902,2024 SALER DR,38143,TDLR,1
VICTORY ELECTRICAL SERVICES LLC,Electrical,CHINA GROVE,TX,BEXAR,,2108959546,7575 US HWY 87 E UNIT 2,38144,TDLR,1
CONTROLLED FIELD SERVICES/SOLUTIONS LLC,Electrical,SPRING,TX,HARRIS,,3463366976,25306 LAWSON KNOLL DR,38145,TDLR,1
JR ELECTRIC SERVICES LLC,Electrical,CARROLLTON,TX,DALLAS,,2142189370,2110 PONTIAC DR,38147,TDLR,1
EARNEST ELECTRICAL SERVICES,Electrical,ALLEN,TX,COLLIN,,2148645899,1006 TIMBERLINE LN,38148,TDLR,1
BELLE ELECTRIC,Electrical,WESLACO,TX,HIDALGO,,9564054334,607 DAILY AVE N,38149,TDLR,1
"POWER HOME REMODELIING GROUP,LLC",Electrical,,TX,OUT OF STATE,,6108745000,2501 SEAPORT DR,38150,TDLR,1
"WSI SOUTHWEST, INC",Electrical,,TX,OUT OF STATE,,5755354335,8682 HWY 180 W,38151,TDLR,1
OVERHAUL ELECTRIC LLC,Electrical,PROSPER,TX,COLLIN,,9409773200,101 COLLIN GREEN DR,38152,TDLR,1
ALMIGHTY ELECTRIC LLC,Electrical,HOUSTON,TX,HARRIS,,8325886823,6618 MAYBANK DR,38153,TDLR,1
HI POINTE ELECTRICAL LLC,Electrical,COMFORT,TX,KENDALL,,2109122949,903 US HIGHWAY 87,38154,TDLR,1
JVR LLC,Electrical,SAN ANTONIO,TX,BEXAR,,2109982288,128 SEALE RD,38155,TDLR,1
OLMECA ELECTRIC LLC,Electrical,HOUSTON,TX,HARRIS,,8326414263,14635 BROWNSVILLE ST TRLR 1,38157,TDLR,1
"TOTALENERGIES DG TEXAS USA, LLC",Electrical,HOUSTON,TX,HARRIS,,9492792684,1201 LOUISIANA ST STE 1800,38158,TDLR,1
THS HOME SOLAR LLC,Electrical,LEWISVILLE,TX,DENTON,,8177164542,405 SH 121 BYP STE A250,38160,TDLR,1
PLATINUM ELECTRIC TX LLC,Electrical,BENBROOK,TX,TARRANT,,8175658994,1009 WADEHAMPTON,38161,TDLR,1
LIBERTY BEACON LLC,Electrical,WEATHERFORD,TX,PARKER,,8173071035,8 FOSSIL HILL RD,38162,TDLR,1
GREATSTATE CONSTRUCTION,Electrical,WINNIE,TX,CHAMBERS,,2814602202,1105 BAUER ROAD,38163,TDLR,1
TEXAS SOLAR SOLUTIONS LLC,Electrical,FORT WORTH,TX,TARRANT,,8179032295,910 COLLIER ST,38164,TDLR,1
OAK SERVICE GROUP INC,Electrical,BEAUMONT,TX,JEFFERSON,,7133927400,655 PARSON DRIVE,38165,TDLR,1
HOUSTON ELECTRICAL CONSTRUCTION LLC,Electrical,KATY,TX,HARRIS,,2815361073,1708 SPRING GREEN BLVD STE 120,38166,TDLR,1
RKS ELECTRIC AND SOLAR L.L.C.,Electrical,HUTTO,TX,WILLIAMSON,,5125164629,307 ESTATE DR,38167,TDLR,1
LANE VALENTE INDUSTRIES INC,Electrical,MC KINNEY,TX,COLLIN,,6314549100,STE 101,38169,TDLR,1
EMPIRE ELECTRICAL GROUP OF TEXAS LLC,Electrical,,TX,OUT OF STATE,,2254659600,19153 HIPARK BLVD,38170,TDLR,1
RMS ELECTRICAL SOLUTIONS LLC,Electrical,DEVINE,TX,MEDINA,,2106093206,145 COUNTY ROAD 2665,38171,TDLR,1
MIRELES INNOVATION GROUP,Electrical,TAYLOR,TX,WILLIAMSON,,7378881486,1928 TH JOHNSON,38172,TDLR,1
REIGN ELECTRIC LLC,Electrical,HUMBLE,TX,HARRIS,,8324966067,17222 SEQUOIA KINGS DR,38173,TDLR,1
WIZARD ELECTRIC LLC,Electrical,GUN BARREL CITY,TX,HENDERSON,,9032887205,155 ROBIN HOOD WAY,38174,TDLR,1
SPACE CITY ELECTRICAL LLC,Electrical,PEARLAND,TX,BRAZORIA,,2812998805,3114 SAGEWOOD CT,38175,TDLR,1
PALMERA EXCAVATION LLC,Electrical,PORT ARANSAS,TX,NUECES,,3614160858,620 SANDKEY DR,38177,TDLR,1
BTE ELECTRICAL SERVICES LLC,Electrical,CORPUS CHRISTI,TX,NUECES,,3614455017,4725 VESTAL ST,38178,TDLR,1
"4R ELECTRICAL SERVICES, LLC",Electrical,ABILENE,TX,TAYLOR,,3255142307,2438 INDUSTRIAL BLVD STE 119,38179,TDLR,1
TOP FORM INDUSTRIAL INC,Electrical,,TX,OUT OF STATE,,7702865649,302 VETERANS PARKWAY,38183,TDLR,1
"GOODSMITH HOMECARE & REPAIR, INC",Electrical,HOUSTON,TX,HARRIS,,8779092999,6699 PORTWEST DRIVE,38184,TDLR,1
RCR TELECON LLC,Electrical,CARROLLTON,TX,DENTON,,8179094358,2425 PARKER RD BLDG 6C,38185,TDLR,1
BLACK ROCK ELECTRICAL CONSTRUCTION LLC,Electrical,MIDLAND,TX,MIDLAND,,4328881391,6600 HALL OF FAME BLVD,38187,TDLR,1
EPICC ELECTRICAL CONTRACTORS,Electrical,ROUND ROCK,TX,WILLIAMSON,,5125089606,1694 GREENSIDE TRL,38188,TDLR,1
TEJAS UTILITY SERVICES LLC,Electrical,KYLE,TX,HAYS,,5126684249,1460 MATHIAS LN,38190,TDLR,1
PRESTIGE ELECTRIC,Electrical,HOUSTON,TX,HARRIS,,8329088467,10946 WICKLOWE ST,38191,TDLR,1
RMJN LLC,Electrical,NEW BRAUNFELS,TX,COMAL,,8302378552,2139 N RANCH ESTATES BLVD,38192,TDLR,1
SILVER LIGHTING ELECTRICAL LLC,Electrical,CHANNELVIEW,TX,HARRIS,,8328973732,15006 MARYPORT DR,38193,TDLR,1
TRAUTH ELECTRIC LLC,Electrical,WILLIS,TX,MONTGOMERY,,9362326881,14368 N SUMMERCHASE CIR,38195,TDLR,1
EVERETT'S AEROBIC SERVICES LLC,Electrical,CONROE,TX,MONTGOMERY,,9363633675,10765 ROYAL PINE DRIVE,38196,TDLR,1
"VOLTEN, LLC.",Electrical,ARLINGTON,TX,TARRANT,,8176816132,404 STONECREEK DR,38197,TDLR,1
GET LIT ELECTRIC LLC,Electrical,BIG SANDY,TX,UPSHUR,,9034700889,1518 PALM RD,38199,TDLR,1
CAM PLANT SERVICES LLC,Electrical,HOUSTON,TX,HARRIS,,5876743398,1500 CITY WEST BLVD,38200,TDLR,1
ELLEREBE ELECTRIC,Electrical,NOME,TX,JEFFERSON,,4097824544,1847 FM 1009,38201,TDLR,1
STAPP ELECTRICAL SERVICES LLC,Electrical,SAN MARCOS,TX,HAYS,,5127382169,202 COWAN RD,38202,TDLR,1
P.E.G. ELECTRIC COMPANY INC,Electrical,,TX,OUT OF STATE,,7709646744,4843 ALEXANDER ST,38203,TDLR,1
BLUES CAPITAL ELECTRIC & CO. LLC,Electrical,NAVASOTA,TX,GRIMES,,9368706562,23746 FRONTIER LN,38204,TDLR,1
"PIKE TELECOM AND RENEWABLES, LLC",Electrical,,TX,OUT OF STATE,,8038257932,21 OXFORD ROAD,38208,TDLR,1
PRO MAX ELECTRICAL,Electrical,HOUSTON,TX,HARRIS,,8324644258,10802 HAZEN ST,38209,TDLR,1
COPPERTAIL ELECTRIC LLC,Electrical,EL PASO,TX,EL PASO,,9152887353,13011 HORIZON BLVD,38210,TDLR,1
ICM SERVICES INC,Electrical,ROUND ROCK,TX,WILLIAMSON,,5126088935,1108 KENNEYS WAY,38212,TDLR,1
2R ELECTRICAL SERVICES LLC,Electrical,POINT,TX,RAINS,,9034744815,801 S 1ST ST,38213,TDLR,1
PROSPERITY ELECTRIC LLC,Electrical,CANYON LAKE,TX,COMAL,,8307088055,1153 SINGING HILLS DR,38215,TDLR,1
AIR-KRAFT MECHANICAL,Electrical,IRVING,TX,DALLAS,,8177191062,2035 BOXWOOD DR,38218,TDLR,1
FIRST CHOICE ELECTRICAL,Electrical,BROOKSHIRE,TX,WALLER,,8328168369,30651 MORNING DOVE DR,38219,TDLR,1
TEXSUN NRG,Electrical,HOUSTON,TX,HARRIS,,7135029647,13475 FONDREN RD,38220,TDLR,1
DELALUZ ELECTRIC LLC,Electrical,DENTON,TX,DENTON,,2149725706,6609 EDWARDS RD,38221,TDLR,1
MIDDLETON ELECTRIC LLC,Electrical,RUNAWAY BAY,TX,WISE,,8173129027,511 RUNAWAY BAY DR,38222,TDLR,1
HOBO ELECTRIC LLC,Electrical,EL CAMPO,TX,WHARTON,,9795413799,2008 N MECHANIC ST,38223,TDLR,1
"BEST ELECTRIC SERVICE, LLC",Electrical,EULESS,TX,TARRANT,,8175277703,1110 S AIRPORT CIR STE 140,38225,TDLR,1
EXP ELECTRICAL CONTRACTOR LLC,Electrical,AUBREY,TX,DENTON,,4694648083,2753 TOBIAS LN,38227,TDLR,1
"SEEM ELECTRIC, LLC",Electrical,HOUSTON,TX,HARRIS,,8326594279,17311 DANBURY BRIDGE DR,38229,TDLR,1
LES ELECTRICAL CONTRACTOR,Electrical,SAN ANTONIO,TX,BEXAR,,2105197631,23002 OPEN CV,38231,TDLR,1
MOON TOWER ELECTRIC,Electrical,TAYLOR,TX,WILLIAMSON,,5128687211,604 MOCKINGBIRD LN,38232,TDLR,1
SIMPSON CONTRACTING SERV INC,Electrical,,TX,OUT OF STATE,,3366577628,1670 PULLTAIL RD,38233,TDLR,1
G&E REAL ESTATE MANAGEMENT SERVICES INC,Electrical,FREEPORT,TX,BRAZORIA,,9899487272,2301 N BRAZOSPORT BLVD,38234,TDLR,1
THERMAL VOLT INC,Electrical,HOUSTON,TX,HARRIS,,8325330913,11118 CACTUS POINT CT,38236,TDLR,1
KLIEBERT ELECTRICAL SERVICES LLC,Electrical,,TX,OUT OF STATE,,2252905711,12200 HIGHWAY 73,38238,TDLR,1
WATTS-UP ELECTRICAL SERVICES,Electrical,SAN BENITO,TX,CAMERON,,9796652840,131 LAS PALMAS ST APT 4,38241,TDLR,1
ELECTRICAL POWER PRODUCTIONS LLC,Electrical,PLANO,TX,COLLIN,,9452178864,500 N CENTRAL EXPY STE 500,38242,TDLR,1
"PEOPLE'S CHOICE SOLAR, LLC",Electrical,MCALLEN,TX,HIDALGO,,9566273419,2916 N TAYLOR RD,38246,TDLR,1
VALDERRAMA ELECTRIC CO LLC,Electrical,SOUTH HOUSTON,TX,HARRIS,,2819744599,1212 ILLINOIS ST,38247,TDLR,1
ECCS SOLUTIONS LLC,Electrical,HOUSTON,TX,HARRIS,,8324630363,12055 AUDUBON HILL CT,38248,TDLR,1
"CILCIA, LLC VALOR SOLAR",Electrical,DAMON,TX,BRAZORIA,,9799461508,250 COUNTY ROAD 18,38249,TDLR,1
PLEX ELECTRIC LLC,Electrical,PARIS,TX,LAMAR,,9034951919,1324 N MAIN ST,38251,TDLR,1
SHARP ELECTRIC LLC,Electrical,MC DADE,TX,BASTROP,,5122930525,1085 COUNTY ROAD 305,38254,TDLR,1
STARCON INTERNATIONAL INC,Electrical,LA PORTE,TX,HARRIS,,7139035856,10610 W FAIRMONT PKWY,38255,TDLR,1
ELECTRICIANS FOR HIRE ELECTRIC CO LLC,Electrical,,TX,OUT OF STATE,,2024551524,15208 JENNINGS LANE,38258,TDLR,1
PREMIERE ELECTRICAL SERVICES,Electrical,BROOKSHIRE,TX,WALLER,,2819175546,9957 GOLDEN FIELD LN,38260,TDLR,1
URSUS ELECTRIC LLC,Electrical,SHERMAN,TX,GRAYSON,,9038190055,1228 S WALNUT ST,38262,TDLR,1
MICA ELECTRIC LLC,Electrical,FLATONIA,TX,FAYETTE,,3617728265,2146 N STATE HIGHWAY 95,38268,TDLR,1
LUMINARY ELECTRIC LLC,Electrical,EL PASO,TX,EL PASO,,9158732521,1208 MAGUIRE ST,38269,TDLR,1
FAR SERVICE LLC,Electrical,,TX,OUT OF STATE,,9184485523,29136 360TH AVE,38272,TDLR,1
TRONCONY ELECTRIC LLC,Electrical,,TX,OUT OF STATE,,8322297477,544 W DESERT AVE,38273,TDLR,1
"MICHELS POWER, INC.",Electrical,,TX,OUT OF STATE,,9205833132,817 MAIN ST,38274,TDLR,1
